Title,Authors,Year,DOI,PubMed IDs,Full Authors
Combined multiple sequence reduced protein model approach to predict the tertiary structure of small proteins.,"A.R. Ortiz, A. Kolinski and J. Skolnick",1998,,9697197,"{35562471800: 'Ángel R. Ortíz', 7006356760: 'Andrzej Koliński', 7103056580: 'Jeffrey Skolnick’'}"
Using constraint programming for lattice protein folding.,R. Backofen,1998,,9697198,{6604065270: 'Rolf Backofen'}
Are binding residues conserved?,"C. Ouzounis, C. Pérez-Irratxeta, C. Sander and A. Valencia",1998,,9697199,"{7005683039: 'Christos A. Ouzounis', 6504105351: 'C. Pérez-Irratxeta', 55146122100: 'Chris Sander', 16308427600: 'Alfonso Valencia'}"
Linear programming based approach to the derivation of a contact potential for protein threading.,T. Akutsu and H. Tashimo,1998,,9697200,"{7102080520: 'Tatsuya Akutsu', 7801453395: 'H. Tashimo'}"
A protein conformational search space defined by secondary structure contacts.,"M. Parisien, F. Major and M. Peitsch",1998,,9697201,"{10139296600: 'Marc Parisien', 7005859794: 'François Major', 59027082700: 'M. Peitsch'}"
Thousands of proteins likely to have long disordered regions.,"P. Romero, Z. Obradovic, C.R. Kissinger, J.E. Villafranca, E. Garner, S. Guilliot and A.K. Dunker",1998,,9697202,"{7103404573: 'Pedro R. Romero', 7003963489: 'Zoran Obradović', 7004144739: 'Charles R. Kissinger', 7005851068: 'Jesus Ernest Villafranca', 7005698486: 'Ethan Clark Garner', 6506357402: 'S. Guilliot', 7005069650: 'A. Keith Dunker'}"
Protein model determination from crystallographic data.,"K. Edgecombe, A. Ableson, K. Baxter, A. Chiverton, J. Glasgow and S. Fortier",1998,,9697203,"{6602215728: 'Kenneth E. Edgecombe', 6506566383: 'Alan Ableson', 56354989700: 'Kim Baxter', 6507530006: 'Antony C. Chiverton', 55411768000: 'Janice Irene Glasgow', 7006647719: 'Suzanne Fortier'}"
Statistical significance of ungapped sequence alignments.,N.N. Alexandrov and V.V. Solovyev,1998,,9697204,"{7004299612: 'Nickolai N. Alexandrov', 7006016692: 'Victor V. Solovyev'}"
"Protein disorder and the evolution of molecular recognition: theory, predictions and observations.","A.K. Dunker, E. Garner, S. Guilliot, P. Romero, K. Albrecht, J. Hart, Z. Obradovic, C. Kissinger and E. Villafranca",1998,,9697205,"{7005069650: 'A. Keith Dunker', 7005698486: 'Ethan Clark Garner', 6506357402: 'S. Guilliot', 7103404573: 'Pedro R. Romero', 7103391181: 'K. Albrecht', 55243117900: 'John C. Hart', 7003963489: 'Zoran Obradović', 7004144739: 'Charles R. Kissinger', 7005851068: 'Jesus Ernest Villafranca'}"
Function driven protein evolution. A possible proto-protein for the RNA-binding proteins.,J.S. Fetrow and A. Godzik,1998,,9697206,"{57216109121: 'Jacquelyn S. Fetrow', 7007144993: 'Adam Godzik'}"
Recognizing protein binding sites using statistical descriptions of their 3D environments.,L. Wei and R.B. Altman,1998,,9697207,"{7402950829: 'Li Ping Wei', 7202798518: 'Russ B. Altman'}"
Modeling and superposition of multiple protein structures using affine transformations: analysis of the globins.,"T.D. Wu, S.C. Schmidler, T. Hastie and D.L. Brutlag",1998,,9697208,"{7404815666: 'Thomasjx D. Wu', 6505850902: 'Scott C. Schmidler', 7004744483: 'Trevor J. Hastie', 7006021717: 'Douglas Lee Brutlag'}"
Color recognition with bacteriorhodopsin.,"M. Frydrych, P. Silfsten, S. Parkkinen, J. Parkkinen and T. Jaaskelainen",1998,,9697209,"{55938125600: 'Michael Frydrych', 6602113309: 'Pertti Silfsten', 7003815420: 'Sinikka Parkkinen', 56265978600: 'Jussi P.S. Parkkinen', 7006309317: 'Timo Jääskeläinen'}"
Bidirectional sticker systems.,"R. Freund, G. Paun, G. Rozenberg and A. Salomaa",1998,,9697210,"{7101629410: 'Rudolf Freund', 35584084400: 'Gheorgjie Páun', 7101726014: 'Grzegorz Rozenberg', 7006742664: 'Arto Salomaa'}"
Finite H-systems with 3 test tubes are not predictable.,"L. Priese, Y. Rogojine and M. Margenstern",1998,,9697211,"{55939352000: 'Lutz Priese', 6503897608: 'Y. Rogojine', 7003773599: 'Maurice Margenstern'}"
An information theoretic view of gapped and other alignments.,J.P. Schmidt,1998,,9697212,{7404659390: 'Jeanette P. Schmidt'}
Application of a novel and fast information-theoretic method to the discovery of higher-order correlations in protein databases.,E.W. Steeg and H. Pham,1998,,9697213,"{7801406986: 'Evan W. Steeg', 56646884700: 'H. Pham'}"
An MML classification of protein structure that knows about angles and sequence.,"T. Edgoose, L. Allison and D.L. Dowe",1998,,9697214,"{6602635094: 'Timothy Edgoose', 7006031094: 'Lloyd Allison', 6701848629: 'David L. Dowe'}"
Discovering simple DNA sequences by compression.,"D.R. Powell, D.L. Dowe, L. Allison and T.I. Dix",1998,,9697215,"{55708387700: 'David R. Powell', 6701848629: 'David L. Dowe', 7006031094: 'Lloyd Allison', 7004680964: 'Trevor I. Dix'}"
Self-assembling automata: a model of conformational self-assembly.,K. Saitou,1998,,9697216,{7005895134: 'Kazuhiro Saitou'}
On the application of information theory to neural spike trains.,"S.P. Strong, R. R. de Ruyter van Steveninck, E. Bialek and R. Koberle",1998,,9697217,"{7004817897: 'Steven P. Strong', 6603540606: 'Rob R. de Ruyter van Steveninck', 7003662976: 'William S. Bialek', 22967540400: 'Roland Köberle'}"
Coding of time-varying hormonal signals in intracellular calcium spike trains.,"K. Prank, C. Schöfl, L. Läer, M. Wagner, A. von Zur Mühlen, G. Brabant and F. Gabbiani",1998,,9697218,"{7003651504: 'Klaus Prank', 7004108255: 'Christof Schöfl', 57193764110: 'Leonhard Läer', 57199121245: 'M. Wagner', 7006082304: 'Alexander von Zur Mühlen', 7101947649: 'Georg E. Brabant', 7003995002: 'Fabrizio Gabbiani'}"
Coarse-grained entropy rates quantify fast Ca2+ dynamics modulated by pharmacological stimulation.,"M. Palus, C. Schöfl, A. von Zur Mühlen, G. Brabant and K. Prank",1998,,9697219,"{57203627253: 'Milan Paluš', 7004108255: 'Christof Schöfl', 7006082304: 'Alexander von Zur Mühlen', 7101947649: 'Georg E. Brabant', 7003651504: 'Klaus Prank'}"
Is the hippocampus a Kalman filter?,"O. Bousquet, K. Balakrishnan and V. Honavar",1998,,9697220,"{57522725200: 'Olivier Bousquet', 19639840400: 'Karthik Balakrishnan', 7003823702: 'Vasant G. Honavar'}"
Maximum A posteriori classification of DNA structure from sequence information.,"D.M. Loewenstern, H.M. Berman and H. Hirsh",1998,,9697221,"{6507279686: 'David M. Loewenstern', 7101628162: 'Helen M. Berman', 7102112548: 'Haym Hirsh'}"
DBGET/LinkDB: an integrated database retrieval system.,"W. Fujibuchi, S. Goto, H. Migimatsu, I. Uchiyama, A. Ogiwara, Y. Akiyama and M. Kanehisa",1998,,9697222,"{6602654501: 'Wataru Fujibuchi', 36813899000: 'Susumu Goto', 6504475128: 'H. Migimatsu', 7006504648: 'Ikuo Uchiyama', 26531560100: 'Atsushi Ogiwara', 7202114141: 'Yutaka Akiyama', 35397669200: 'Minoru I. Kanehisa'}"
Ontologies for molecular biology.,S. Schulze-Kremer,1998,,9697223,{6603714921: 'Steffen Schulze-Kremer'}
Toward information extraction: identifying protein names from biological papers.,"K. Fukuda, T. Tsunoda, A. Tamura and T. Takagi",1998,,9697224,"{56263252600: 'Ken Fukuda', 19637536200: 'A. Tamura', 7203020452: 'Tatsuhiko Tsunoda', 7403554330: 'Toshihisa Takagi'}"
Proclass protein family database: new version with motif alignments.,C.H. Wu and S. Shivakumar,1998,,9697225,"{58071565800: 'Cathy H. Wu', 7004349282: 'Sailaja Shivakumar'}"
Development of software tools at BioInformatics Centre (BIC) at the National University of Singapore (NUS).,"P.R. Kolatkar, M.K. Sakharkar, C.R. Tse, B.K. Kiong, L. Wong, T.W. Tan and S. Subbiah",1998,,9697226,"{7003407231: 'Prasanna R. Kolatkar', 6602129406: 'Meena Kishore Sakharkar', 19637714200: 'C. R. Tse', 6507390065: 'Beng Kee Kiong', 7402091831: 'Limsoon Wong', 7402022211: 'Tinwee Tan', 7003486831: 'Subramanian Subbiah'}"
From sequence to structure to literature: the protocol approach to bioinformation.,"O.P. Wu, K.T. Seow, L. Wong, S.Y. Chung and S. Subbiah",1998,,9697227,"{7004529315: 'O. P. Wu', 7004857356: 'Kah Tong Seow', 7402091831: 'Limsoon Wong', 55209330200: 'S. Y. Chung', 7003486831: 'Subramanian Subbiah'}"
Towards the Asia-Pacific Bioinformatics Network.,H. Sugawara and S. Miyazaki,1998,,9697228,"{7202197546: 'Hideaki Sugawara', 7401543292: 'Satoru Miyazaki'}"
Genetic network analysis in light of massively parallel biological data acquisition.,Z. Szallasi,1999,10.1142/9789814447300_0002,10380181,{57203030767: 'Zoltán Szállási'}
Identification of genetic networks from a small number of gene expression patterns under the Boolean network model.,"T. Akutsu, S. Miyano, and S. Kuhara",1999,10.1142/9789814447300_0003,10380182,"{7102080520: 'Tatsuya Akutsu', 7102554029: 'Satoru Miyano', 7004997564: 'Satoru Kuhara'}"
Modeling gene expression with differential equations.,"T. Chen, H. L. He, and G.M. Church",1999,10.1142/9789814447300_0004,10380183,"{55687667200: 'Ting Chen', 57198426604: 'H. L. He', 7005451318: 'George M. Church'}"
Linear modeling of mRNA expression levels during CNS development and injury.,"P. D'haeseleer, X. Wen, S. Fuhrman, and R. Somogyi",1999,10.1142/9789814447300_0005,10380184,"{6603092119: ""Patrik M. D'Haeseleer"", 57217406068: 'X. Wen', 7004369766: 'Stefanie Fuhrman', 7004100412: 'Roland Somogyi'}"
Sensitivity of biological models to errors in parameter estimates.,R.S. Erb and G.S. Michaels,1999,10.1142/9789814447300_0006,10380185,"{7005683742: 'R. S. Erb', 24344425900: 'George S. Michaels'}"
Analysis of the stabilizing effect of Rom on the genetic network controlling ColE1 plasmid replication.,P.J.E. Goss and J. Peccoud,1999,10.1142/9789814447300_0007,10380186,"{7005665250: 'Peter J.E. Goss', 6701730721: 'Jean Peccoud'}"
Simulation of genetic interaction for Drosophila leg formation.,K. Kyoda and H. Kitano,1999,10.1142/9789814447300_0008,10380187,"{6603959605: 'Koji M. Kyoda', 7201618005: 'Hiroaki Kitano'}"
Evolutionary constraint networks in ligand-binding domains: an information-theoretic approach.,"S.B. Nagl, J. Freeman, and T.F. Smith",1999,10.1142/9789814447300_0009,10380188,"{6701381918: 'Sylvia B. Nagl', 58417357400: 'J. Freeman', 7405496903: 'Temple F. Smith'}"
NetWork: an interactive interface to the tools for analysis of genetic network structure and dynamics.,M.G. Samsonova and V.N. Serov,1999,10.1142/9789814447300_0010,10380189,"{7003974330: 'Maria G. Samsonova', 7201746594: 'Vasiliy N. Serov'}"
Modeling regulatory networks with weight matrices.,"D.C. Weaver, C.T. Workman, G.D. Stormo",1999,10.1142/9789814447300_0011,10380190,"{57198282220: 'D. C. Weaver', 7003703698: 'Christopher Thomas Workman', 7005191518: 'Gary D. Stormo'}"
Prediction and visualization of structural switches in RNA.,"R. Giegerich, D. Haase, and M. Rehmsmeier",1999,10.1142/9789814447300_0013,10380191,"{7004592888: 'Robert Giegerich', 21639605800: 'D. Haase', 6603646396: 'Marc Rehmsmeier'}"
A comparative analysis of computational motif-detection methods.,J. Hudak and M.A. McClure,1999,10.1142/9789814447300_0014,10380192,"{57198392225: 'J. Hudak', 7103018991: 'Marcella A. McClure'}"
A probabilistic approach to consensus multiple alignment.,B. Lazareva-Ulitsky and D. Haussler,1999,10.1142/9789814447300_0015,10380193,"{8385637900: 'Betty Lazareva-Ulitsky', 7006637893: 'David H. Haussler'}"
The effects of ordered-series-of-motifs anchoring and sub-class modeling on the generation of HMMs representing highly divergent protein sequences.,M.A. McClure and J. Kowlaski,1999,10.1142/9789814447300_0016,10380194,"{7103018991: 'Marcella A. McClure', 21640329400: 'J. Kowalski'}"
Clustering and detection of 5' splice sites of mRNA by k weight-matrices model.,K. Murakami and T. Takagi,1999,10.1142/9789814447300_0017,10380195,"{7403891960: 'Katsuhiko Murakami', 7403554330: 'Toshihisa Takagi'}"
Use of BONSAI decision trees for the identification of potential MHC class I peptide epitope motifs.,"C.J. Savoie, N. Kamikawaji, T. Sasazuki, and S. Kuhara",1999,10.1142/9789814447300_0018,10380196,"{35478697700: 'Christopher J. Savoie', 6701752660: 'Nobuhiro Kamikawaji', 7103382156: 'Takehiko Sasazuki', 7004997564: 'Satoru Kuhara'}"
Applications of knowledge discovery to molecular biology: identifying structural regularities in proteins.,"S. Su, D.J. Cook, and L.B. Holder",1999,10.1142/9789814447300_0019,10380197,"{58827700100: 'S. Su', 12806484400: 'Dianie J. Cook', 7004706655: 'Lawrence B. Holder'}"
Time and memory efficient algorithm for extracting palindromic and repetitive subsequences in nucleic acid sequences.,"T. Tsunoda, M. Fukagawa, and T. Takagi",1999,10.1142/9789814447300_0020,10380198,"{7203020452: 'Tatsuhiko Tsunoda', 21639386900: 'M. Fukagawa', 7403554330: 'Toshihisa Takagi'}"
Effective query filtering for fast homology searching.,H.E. Williams,1999,10.1142/9789814447300_0021,10380199,{7402821416: 'Hugh E. Williams'}
The virtual cell.,J. Schaff and L.M. Loew,1999,10.1142/9789814447300_0023,10380200,"{7006978283: 'James C. Schaff', 35593348600: 'Leslie M. Loew'}"
Extension of refractoriness in a model of cardiac defibrillation.,"N.A. Trayanova, F. Aguel, and K. Skouibine",1999,10.1142/9789814447300_0024,10380201,"{7006409106: 'Natalia A. Trayanova', 6701544839: 'Felipe Aguel', 6602373017: 'Kirill B. Skouibine'}"
Location of repetitive regions in sequences by optimizing a compression method.,"O. Delgrange, M. Dauchet, and E. Rivals",1999,10.1142/9789814447300_0026,10380202,"{8054113400: 'Olivier Delgrange', 6601910751: 'Max Dauchet', 6601969753: 'Eric Éric Rivals'}"
MDL and the statistical mechanics of protein potentials.,T.G. Dewey,1999,10.1142/9789814447300_0027,10380203,{8097985900: 'Thomas Gregory Dewey'}
Using information theory to discover side chain rotamer classes: analysis of the effects of local backbone structure.,J. S. Fetrow and G. Berg,1999,10.1142/9789814447300_0028,10380204,"{57216109121: 'Jacquelyn S. Fetrow', 16058415300: 'George Berg'}"
Improving the efficiency of a user-driven learning system with reconfigurable hardware. Application to DNA splicing.,"E. Lemoine, D. Merceron, J. Sallantin, and E. Mephu-Nguifo",1999,10.1142/9789814447300_0029,10380205,"{6603857319: 'Eric Lemoine', 6507541621: 'David Merceron', 6602901879: 'Jean Sallantin', 55666321400: 'Engelbert Mephu-Nguifo'}"
Optimizing Smith-Waterman alignments.,"R. Olsen, T. Hwa, and M. Lässig",1999,10.1142/9789814447300_0030,10380206,"{8405560000: 'Rolf Olsen', 7003505824: 'Terrance T. Hwa', 7003730889: 'Michael Lässig'}"
Computing minimum description length for robust linear regression model selection.,G. Qian,1999,10.1142/9789814447300_0031,10380207,{7103115424: 'Guoqi Qian'}
Topology selection in unrooted molecular phylogenetic tree by minimum model-based complexity method.,"H. Tanaka, F. Ren, T. Okayama, and T. Gojobori",1999,10.1142/9789814447300_0032,10380208,"{55567208800: 'Hiroshi Tanaka', 7202066509: 'Fengrong Ren', 59048047200: 'Toshitsugu Okayama', 35370722600: 'Gojobori Takashi'}"
Proteinmorphosis: a mechanical model for protein conformational changes.,"S. Meiyappan, R. Raghavan, R. Viswanathan, Y. Yu, and W. Lawton",1999,10.1142/9789814447300_0034,10380209,"{6701373958: 'Meiyappan Solaiyappan', 7101943831: 'Raghu Raghavan', 7202038661: 'Raju R. Viswanathan', 57080257600: 'Yi Yu', 7007016891: 'Wayne M. Lawton'}"
Protalign: a 3-dimensional protein alignment assessment tool.,"D. Meads, M.C. Hansen, and A. Pang",1999,10.1142/9789814447300_0035,10380210,"{6602443800: 'Doanna Meads', 56925943500: 'Marc D. Hansen', 7007044166: 'Alex Pang Pang'}"
PROMUSE: a system for multi-media data presentation of protein structural alignments.,"M.C. Hansen, E. Charp, S. Lodha, D. Meads, and A. Pang",1999,10.1142/9789814447300_0036,10380211,"{56925943500: 'Marc D. Hansen', 6504602073: 'E. Charp', 7005297190: 'Suresh Kumar Lodha', 6602443800: 'Doanna Meads', 7007044166: 'Alex Pang Pang'}"
Developing protein documentaries and other multimedia presentations for molecular biology.,"G. Quinn, H-P Wang, D. Martinez, and P.E. Bourne",1999,10.1142/9789814447300_0037,10380212,"{7102310462: 'Gregory B. Quinn', 7501743300: 'Hsiping Wang', 57196997100: 'D. Martinez', 35458582500: 'Philip E. Bourne'}"
"BioJAKE: a tool for the creation, visualization and manipulation of metabolic pathways.","W. Salamonsen, K.Y.C. Mok, P. Kolatkar, and S. Subbiah",1999,10.1142/9789814447300_0038,10380213,"{6507550744: 'W. Salamonsen', 7103141184: 'K. Y. Mok', 7003407231: 'Prasanna R. Kolatkar', 7003486831: 'Subramanian Subbiah'}"
Integrating computation and visualization for biomolecular analysis: an example using python and AVS.,"M.F. Sanner, B.S. Duncan, C.J. Carrillo, and A.J. Olson",1999,10.1142/9789814447300_0039,10380214,"{7003701160: 'Michel F. Sanner', 7101761031: 'Bruce S. Duncan', 7006713395: 'C. J. Carrillo', 7102256591: 'Arthur J. Olson'}"
Field-based similarity forcing in energy minimization and molecular matching.,"J.R. Blinn, D.C. Rohrer, and G.M. Maggiora",1999,10.1142/9789814447300_0041,10380215,"{57207802663: 'James R. Blinn', 7005385316: 'Douglas C. Rohrer', 7003410733: 'Gerald M. Maggiora'}"
Thermodynamics and kinetics of ligand-protein binding studied with the weighted histogram analysis method and simulated annealing.,"D. Bouzida, S. Arthurs, A.B. Colson, S.T. Freer, D.K. Gehlhaar, V. Larson, B.A. Luty, P.A. Rejto, P.W. Rose, and G.M. Verkhivker",1999,10.1142/9789814447300_0042,10380216,"{6603481037: 'Djamal Bouzida', 8072872100: 'Sandra Arthurs', 7006211752: 'Anthony B. Colson', 7006426948: 'Stephan T. Freer', 6602541215: 'Daniel K. Gehlhaar', 7005920802: 'Veda Larson', 6603584269: 'Brock A. Luty', 6701572946: 'Paul A. Rejto', 7201669132: 'Peter W. W. Rose', 7003472684: 'Gennady M. Verkhivker'}"
